"id";"Name";"Name on Shirt";"Teams";"Nationality";"Age";"Height(cm)";"Weight(Kg)";"Stronger foot";"Favorite side";"Reg. Pos.";"Positions";"Injury";"Attack";"Defence";"Body balance";"Stamina";"Top speed";"Responsiveness";"Explosive power";"Dribble accuracy";"Dribble speed";"Short pass accuracy";"Short pass speed";"Long pass accuracy";"Long pass speed";"Shot accuracy";"Shot power";"Free kick accuracy";"Swerve";"Header Accuracy";"Jump";"Ball control";"Mentality";"Keeper skills";"Teamwork";"Form";"Weak foot accuracy";"Weak foot frequency";"P01 Classic No.10";"P02 Anchor Man";"P03 Trickster";"P04 Darting Run";"P05 Mazing Run";"P06 Pinpoint Pass";"P07 Early Cross";"P08 Box to Box";"P09 Cut Back Pass";"P10 Incisive Run";"P11 Long Ranger";"P12 Enforcer";"P13 Goal Poacher";"P14 Dummy Runner";"P15 Free Roaming";"P16 Extra Attacker";"P17 Chasing Back";"P18 Talisman";"P19 Fox in the Box";"P20 Track Back";"P21 Offensive Fullback";"P22 180 Drag";"P23 Flick(Sombrero)";"H01 Attack Minded";"H02 Defence Master";"S01 Weighted Pass";"S02 Double Touch";"S03 Run Around";"S04 PK Taker";"S05 1-touch play";"S06 Outside Curve";"S07 Lunging Tackle";"S08 Diving Header";"S09 Covering";"S10 GK Long Throw";"S11 Penalty Saver";"S12 1-on-1 Keeper";"S13 Long Throw";"S14 Speed Merchant";"S15 Shoulder Feint Skills";"S16 Roulette Skills";"S17 Flip Flap Skills";"S18 Turning Skills";"S19 Scissors Skills";"S20 Flicking Skills";"S21 Step On Skills";"S22 Deft Touch Skills";"S23 Super-Sub";"S24 Long Range Drive";"S25 Flip Flap Skills";"S26 Jumping Volley";"S27 Scissor Kick";"S28 Knuckle Shot";"S29 Heel Flick";
44527;ANDRÉ;ANDRE;;Франция;22;177;68;R;R;AMF; CMF LMF RMF AMF;2;75;64;78;81;75;83;80;83;75;79;78;78;75;76;75;75;74;68;73;78;75;50;82;4;6;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44529;DELORT;DELORT;;Франция;20;182;82;R;R;CF; RMF CF;2;72;43;75;76;75;82;80;78;76;78;75;76;74;74;75;72;70;71;72;78;69;50;78;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44530;EL HANY;EL HANY;;Франция;24;170;60;R;R;SS; AMF SS;2;73;43;67;81;72;70;76;82;78;80;75;81;79;75;74;79;78;65;74;80;65;50;72;4;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44532;OBERHAUSER;OBERHAUSER;;Франция;21;183;75;L;R;GK; GK;2;30;69;83;57;66;81;59;55;53;54;52;55;51;45;78;45;45;55;78;56;63;75;64;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44536;MURTA;MURTA;;Португалия;33;185;89;R;R;GK; GK;2;30;74;85;59;64;81;62;54;53;51;50;55;53;45;78;45;45;55;78;55;67;75;67;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44537;JOÃO PEDRO;JOAO PEDRO;;Португалия;32;174;71;L;R;LB; LB;2;67;68;69;78;74;75;73;78;72;74;67;75;70;62;74;64;59;68;74;75;78;50;72;4;5;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44538;SANDRO;SANDRO;;Португалия;29;188;80;R;R;CB; CB RB;2;55;73;80;76;78;75;73;69;66;72;68;74;77;68;76;68;61;74;83;70;78;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44539;DANIEL;DANIEL;;Португалия;25;185;78;R;R;CB; CB RB;2;63;68;83;78;76;78;71;70;72;72;75;79;75;64;78;59;52;73;78;64;80;50;65;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44540;PAULO ARANTES;PAULO ARANTES;;Португалия;25;182;78;R;R;RB; RB;2;60;67;77;81;74;78;74;72;67;74;64;68;70;63;77;61;53;67;76;68;78;50;68;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44542;CLÁUDIO;CLAUDIO;;Бразилия;35;182;79;R;R;CB; CB DMF;2;68;68;79;75;78;81;78;76;82;77;75;78;75;75;76;66;65;75;85;75;77;50;72;5;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
44543;CAIÇARA;CAICARA;;Бразилия;23;172;65;R;R;LB; LB RB LMF RMF;2;72;60;67;82;78;78;83;83;79;76;72;81;78;73;75;81;80;68;75;80;70;50;78;5;6;5;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;
44545;RODRIGO GALO;RODRIGO GALO;;Бразилия;26;176;69;R;R;RMF; RB CMF RMF AMF RWF;2;68;62;66;82;74;78;79;78;76;79;76;82;78;75;71;78;77;68;71;77;72;50;75;5;6;6;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44547;ANDRÉ CUNHA;ANDRE CUNHA;;Португалия;34;183;83;R;R;AMF; DMF CMF AMF SS;2;77;68;77;76;74;75;72;80;71;78;75;80;83;75;78;79;80;72;76;80;73;50;75;5;7;7;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
44548;LUÍS MANUEL;LUIS MANUEL;;Португалия;31;183;79;R;R;DMF; DMF;2;60;72;78;82;73;76;73;72;68;75;66;73;66;63;76;67;62;71;77;76;74;50;68;5;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44549;RICHARD;RICHARD;;Бразилия;23;176;68;L;R;AMF; CMF LMF AMF LWF SS;1;70;44;76;74;83;72;76;76;85;69;68;79;82;72;83;81;81;69;78;74;68;50;70;4;4;5;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
44550;ZÉ LUÍS;ZE LUIS;;Кабо-Верде;21;183;81;L;R;CF; LWF CF;2;73;31;77;73;76;76;71;84;77;72;65;70;69;72;78;66;63;69;75;78;66;50;66;4;4;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;0;0;
44553;LUIS CARLOS;LUIS CARLOS;;Бразилия;25;170;63;R;R;LWF; LMF RMF AMF LWF RWF;2;71;41;67;75;80;75;88;81;84;75;77;78;80;75;82;78;80;68;75;78;74;50;74;4;5;5;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;
44554;HUGO VIEIRA;HUGO VIEIRA;;Португалия;24;178;72;R;R;RWF; LMF RMF LWF RWF SS CF;2;77;34;71;81;77;79;85;83;85;77;75;76;74;79;75;78;76;67;72;80;77;50;73;4;6;6;0;0;0;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;
44555;RAMAZOTTI;RAMAZOTTI;;Бразилия;24;193;83;R;R;CF; CF;1;69;42;85;77;74;75;70;68;70;72;68;65;64;67;78;64;62;82;82;69;68;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44556;BRITTON;BRITTON;;Англия;30;168;64;R;R;CMF; DMF CMF RMF;2;73;67;69;83;76;72;83;77;78;84;84;80;78;63;73;67;82;64;71;78;72;50;81;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44557;GOWER;GOWER;;Англия;33;180;71;R;R;RMF; CMF LMF RMF;2;71;62;77;80;75;78;74;75;75;74;73;76;77;65;79;72;73;69;74;73;77;50;76;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44558;MONK;MONK;;Англия;33;183;81;R;R;CB; CB;1;56;76;80;75;68;78;68;69;70;74;75;75;76;55;75;58;60;80;79;68;82;50;76;6;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44559;ÀNGEL RANGEL;RANGEL;;Испания;29;186;85;R;R;RB; RB;2;68;67;79;82;82;75;72;74;79;70;72;73;74;62;78;60;65;73;72;73;74;50;75;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44560;ALLEN;ALLEN;;Уэльс;22;168;62;R;R;CMF; DMF CMF RMF AMF;2;75;72;73;85;76;82;82;81;81;84;74;80;72;67;78;75;75;70;72;82;72;50;84;6;4;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44562;DYER;DYER;;Англия;24;165;57;R;R;RMF; LMF RMF;1;75;41;69;72;86;72;88;78;83;71;74;76;77;67;77;76;76;65;74;76;67;50;68;5;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44563;DOBBIE;DOBBIE;;Шотландия;29;173;65;R;R;SS; RMF AMF SS;2;76;42;74;79;77;75;81;75;77;75;72;75;75;75;75;74;75;68;72;77;74;50;69;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;
44564;RICHARDS;RICHARDS;;Уэльс;21;185;78;R;R;RMF; RB CMF RMF;2;65;58;75;74;82;70;76;74;76;70;72;71;74;60;75;60;65;69;76;71;63;50;67;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44565;TAYLOR;TAYLOR;;Уэльс;23;175;64;L;R;LB; LB LMF;1;72;69;72;84;82;75;77;73;77;74;75;74;74;59;73;60;64;68;75;73;70;50;76;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44566;LUCAS;LUCAS;;Уэльс;20;178;73;R;R;CMF; CMF;2;63;60;72;74;74;71;74;73;71;78;70;75;69;63;73;61;65;65;72;74;64;50;68;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44568;ALFEI;ALFEI;;Уэльс;20;180;77;R;R;CB; CB RB;2;54;64;75;75;74;72;71;68;69;67;65;67;69;55;73;59;63;70;74;68;63;50;69;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44570;PAPP;PAPP;;Румыния;22;188;80;R;R;CB; CB RB;2;57;75;83;78;75;73;67;68;65;67;68;64;71;56;72;53;56;81;80;69;67;50;70;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44593;M. RIGONI;M. RIGONI;;Италия;32;178;74;R;R;AMF; CMF LMF RMF AMF;2;74;49;72;82;76;73;82;83;75;81;76;82;76;72;76;76;83;72;73;83;76;50;78;6;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44594;C. BERTANI;BERTANI;;Италия;31;171;71;R;R;CF; SS CF;2;76;35;71;80;79;80;82;76;78;72;72;71;69;76;75;66;70;77;76;79;75;50;75;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44597;NUNO SANTOS;NUNO SANTOS;;Португалия;32;181;76;L;R;RB; LB RB CMF LMF RMF LWF SS;1;69;68;73;76;77;77;75;81;79;75;72;82;83;78;81;79;78;68;71;79;75;50;72;5;5;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44599;KEBANO;KEBANO;;Франция;20;170;65;R;R;AMF; LMF RMF AMF SS;2;70;45;67;75;74;71;80;82;78;78;75;80;75;66;73;67;65;67;74;75;65;50;68;3;4;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44600;BAHEBECK;BAHEBECK;;Франция;19;182;76;R;R;LWF; LMF RMF LWF RWF CF;2;70;34;75;73;85;67;79;79;83;71;68;67;65;67;75;66;63;65;79;68;63;50;62;3;5;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;
44601;NIANG;NIANG;;Франция;17;184;75;R;R;CF; RWF SS CF;2;77;36;84;78;85;75;80;83;83;77;78;82;83;75;82;78;82;76;80;82;67;50;72;4;6;6;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
44606;VIDLIČKA;VIDLICKA;;Чехия;31;180;75;R;R;RB; RB;2;62;68;74;81;76;73;75;70;73;70;71;74;76;60;73;56;63;72;76;71;73;50;75;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44608;W. MUBARAK;WAKASO;;Гана;22;171;72;L;R;LMF; LB LMF RMF AMF;2;72;43;76;79;78;71;84;79;84;73;76;77;78;63;81;79;78;66;78;75;66;50;65;4;4;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44609;Á. GONZÁLEZ;ALVARO;;Испания;22;183;71;R;R;CB; CB RB;2;55;73;80;78;76;79;74;66;68;67;70;67;73;44;77;50;50;79;82;67;68;50;69;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44610;AGYIRIBA;AGYIRIBA;;Гана;23;190;82;R;R;DMF; CB DMF CMF RMF;1;57;65;82;77;77;73;73;67;73;67;67;65;68;62;75;63;62;70;73;67;62;50;64;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44612;TOPRAK;TOPRAK;;Турция;23;186;83;R;R;CB; CB;0;55;76;82;78;80;79;74;71;75;72;74;73;73;62;75;62;63;74;84;70;72;50;70;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44616;WILLIAN MAGRÃO;WILLIAN MAGRAO;;Бразилия;25;190;81;R;R;DMF; RB DMF CMF;2;70;66;81;77;76;75;71;78;73;76;76;73;72;70;82;66;67;70;71;80;73;50;76;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44617;LEANDRO;LEANDRO;;Бразилия;19;177;71;R;R;SS; AMF SS;2;65;28;71;76;85;77;87;82;84;69;70;71;68;78;78;69;68;74;75;83;70;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44619;RODRIGO MOLEDO;RODRIGO MOLEDO;;Бразилия;24;188;86;R;R;CB; CB;2;53;75;86;71;76;72;71;73;65;71;75;68;66;55;80;55;58;82;73;70;66;50;68;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44620;FELIPE ANDERSON;FELIPE ANDERSON;;Бразилия;19;178;66;R;R;AMF; CMF LMF RMF AMF;2;73;43;72;77;80;67;83;81;82;76;68;77;76;70;73;73;75;66;72;83;63;50;65;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44621;DIOGO;DIOGO;;Бразилия;25;181;80;R;R;CMF; DMF CMF;2;64;67;78;80;77;79;79;72;73;71;71;71;72;63;78;62;68;70;75;76;78;50;71;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44630;D. MAINZ;MAINZ;;Испания;29;187;80;R;R;CB; CB;2;55;76;83;77;72;79;69;66;65;68;69;69;73;50;77;50;50;81;80;67;72;50;71;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44631;D. BENITEZ;D. BENITEZ. F;;Испания;25;181;69;L;R;LMF; LB RB LMF RMF;2;72;44;73;79;79;72;82;79;81;73;73;76;78;67;77;76;78;65;74;78;66;50;66;4;4;4;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44634;M. RICO;MIKEL RICO;;Испания;27;182;78;R;R;CMF; DMF CMF;2;68;68;76;84;77;78;77;77;73;76;75;76;72;60;75;60;62;66;75;77;76;50;78;6;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44636;L. MURIEL;MURIEL;;Колумбия;21;178;79;R;R;CF; LMF RMF SS CF;2;83;40;79;82;87;78;82;84;84;72;72;67;72;79;78;63;76;73;80;81;72;50;72;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
44637;A. NYOM;NYOM;;Камерун;24;186;81;R;R;RB; RB;2;66;66;78;82;82;74;78;73;77;69;71;71;76;59;76;60;64;70;76;70;68;50;71;4;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44639;I. LOPEZ;INIGO LOPEZ;;Испания;30;185;74;R;R;CB; CB;2;57;76;83;78;75;77;71;68;69;69;70;70;71;58;78;55;55;79;81;69;70;50;72;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44640;M. LUCENA;LUCENA;;Испания;29;186;84;R;R;CB; CB DMF;2;55;75;80;77;73;78;70;69;68;70;70;73;72;57;77;55;55;76;75;69;74;50;73;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44643;CRESCENZI;CRESCENZI;;Италия;21;175;76;R;R;LB; LB RB;2;67;65;75;80;81;73;79;77;79;70;72;74;77;64;74;63;71;71;77;75;70;50;71;4;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
44646;ANDRÉ PEREIRA;ANDRE PEREIRA;;Португалия;19;180;72;R;R;GK; GK;2;30;70;79;53;56;80;53;54;49;52;50;56;58;45;78;45;45;55;76;54;64;74;64;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44649;FABRÍCIO;FABRICIO;;Бразилия;27;183;81;R;R;CF; CF;2;73;42;75;78;76;80;72;78;75;76;73;70;70;70;75;68;62;72;75;74;68;50;67;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44651;JÚLIO ALVES;JULIO ALVES;;Португалия;21;178;70;R;R;AMF; CMF AMF;2;68;42;66;72;72;72;80;80;72;73;67;77;70;67;70;75;78;65;71;76;64;50;66;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44653;MOSTEFA;MOSTEFA;;Алжир;29;181;82;R;R;RB; RB DMF CMF RMF;2;63;70;78;83;78;75;73;69;70;72;65;78;77;61;77;63;57;69;75;69;75;50;70;6;5;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44656;GUIDILEYE;GUIDILEYE;;Франция;22;181;76;R;R;DMF; DMF;2;65;69;82;76;79;72;75;76;72;72;73;73;70;67;79;67;63;73;82;68;65;50;67;3;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44657;CULMA;CULMA;;Колумбия;31;179;79;R;R;DMF; CB DMF;1;61;75;81;79;78;78;72;72;75;76;72;72;70;64;78;65;61;80;76;75;69;50;69;5;6;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44658;BEN BASAT;BEN BASAT;;Израиль;26;185;69;R;R;CF; LMF RMF CF;2;75;42;78;79;83;80;72;76;80;72;70;68;73;78;83;81;78;76;75;75;70;50;71;5;6;5;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
